Artist,Album,Location
Arythmatik,Pre-Algebra EP,
As Cities Burn,Come Now Sleep,
As One,21st Century Soul,
As the Twig is Bent,So Grows the Trees,
Ash,1977,
Ash,Trailer,
Ash,Nu-clear Sounds,
Ash,Meltdown,
Ash,"""Kung Fu"" Reprise",
Ash,Kung Fu,
Ash,Jack Names The Planets,
Ash ,Free All Angels,
Asher Roth,I Love College,
Ashera,Essence of Life,
Ashford Breaks,Traitor,
Ashpark,Life In Satellites,
Ashpark,Ashpark,
Asia Mei,Shards,
Aslyn,Aslyn,
Asobi Seksu,Citrus,
Asobi Seksu,Scence,
Asobi Seksu,Hush,
Aspera Ad Astra,peace,
Asphyx,Asphyx,
Asrtal Project,VooDooBop,
Assemblage 23,,
Assif Tsahar Trio,Ein Sof,
"Associates, The",Wild And Lonely,
Aster Aweke,Aster,
Aster Aweke,Kabu,
"Asteroid Galaxy Tour, The",Fruit,
Asteroid No. 4,Honeyspot,
"Asteroid No. 4, The",Introducing...,
"Asteroid Number Four, The",Apple Street,
Astor Piazzolla,Tango: Zero Hour,
Astor Piazzolla,Hemisphere,
Astor Piazzolla,Tanguedia de Amor,
Astralasia,Something Somewhere,
Astralwerks,Astralwerks Comp.,
Astralwerks,Follow our Feed,
Astronaut 7,Big In Japan,
Astronaut Down,Moths To The Flame (Promo),
Astronaut Wife,Flying Saucer,
Astronautalis,Pomegranate,
Astronautalis,You and Yer Good Ideas,
Astronauts Antiquity,Rocket Science For Dummies,
astroPuppees,you win the bride ,
At.The.Drive.In,Sunshine,
"Atari Star, The",Aniseed ,
"Atari Star, The",Dispelling the Myth of Accurate Maps,
"Atari Star, The",Prayer + Pretend ,
"Atari Star, The","And Other Smaller, Brighter Worlds ",
"Ataris, The","So Long, Astoria",
"Ataris, The",End is Forever,
"Ataris, The",...anywhere but here,
Athenaeum,[Radiance],
Athlete ,Tourist,
Athlete ,Vechicles & Animals ,
Athlete ,Hurricane,
Athlete ,Beyond the Neighbourhood,
Atkins Lane ,The Guafrd E.P.K,
Atlantic ,Spew 5,
Atlantic & Atco,Sampler Two,
Atlas Sound,Logos,
Atlas Sound,let the blind lead those who can see but cannot feel krank114 (PROMO),
"Atlas Sound, The",The Atlas Sound,
Atmosphere,You Can't Imagine How Much Fun We're Having,
Atmosphere,Seven's Travels,
Atmosphere,The Family Sign,
Atmosphere ,The Family Sign,
ATOI,planetary house nation,
Atomic 7,Gowns,
"Atomic Fireballs, The",Torch This Place,
Atomic Swindlers,Coming Out Electric,
Atomic Tom,Take Me Out,
Atoms On Broadway,Week-End,
AtomSplit,One Ton Suit,
AtomSplit,Microstar,
Atrina,Planetary Sugar,
Atris,Atris,
atticus,Dragging The Lake,
"Attorneys, The",Stereocracy,
attractive ,ac,
Audible,Sky Signal,
Audible,Sky Signal,
Audio Fiction ,Songs in the Key of orange Alert,
Audio Karate,Space Camp ,
Audio Learning Center,Cope Park,
Audio Learning Center ,Friendships Often Fade Away,
Audionom,Retrospektiv,
Audioscam,When the Money's Gone,
Audioslave ,Cochise,
Audioslave ,Be Yourself,
Audioslave ,Like A Stone,
Audrey Ryan,Passing Thru,
Audrye Sessions,Audrye Sessions,
Audrye Sessions,Audrye Sessions II,
Augie March,"Moo, You Bloody Choir",
"August Sons, The",Sonnets and Parables,
Augustana,"Can't Love, Can't Hurt",
Augustana,All the Stars and Boulevards,
Augustana,You'll Disappear,
Aunt Bettys,Aunt Bettys,
Aunt Bettys,Skinny Bones Jones,
Aura Anthropica,American Blindfold,
Aural Expansion,Remixed Sheep,
Austin Lounge Lizards,Never an Adult Moment,
Austra,Feel It Break,
Autechre,(Incunabula),
Authority Zero ,Andiamo,
Authority Zero ,A Passage in Time,
Auto Body ,Experience,
Auto Interiors,No Frill Halo Flight,
Auto Interiors,Let's Agree to Decieve Our Best Friends,
Autohaze,Counter Clockwise,
Autolux,Future Perfect,
Automatic 7,Beggar's Life,
Automatic Duo with DJ Burnout,Black is Beautiful ,
Autonomadic,Sterilize the Poor ,
Autonomadic,Cobra Commander,
Autopilot Off,What I Want ,
Autopilot Off ,Make a Sound ,
Autour de Lucie,Sur Tes Pas,
Autour de Lucie,Nettwerk,
Autour de Lucie,Immobile,
Autour de Lucie,Faux Movement ,
Autour de Lucie,Chanson Sans Issue,
Autre Ne Veut,Anxiety ,
"Autumn Defense, The",Circles,
Autumn Hollow Band,Autumn Hollow Band ,
"Autumn Leaves, The",Treats and Treasures,
"Autumns, The",In the Russet Gold of This Vain Hour,
"Autumns, The",Fake Noise from a Box of Toys,
Avail,Front Porch Stories,
Avail,Over the Jams,
"Avalanches, The",Since I Left You (different versions of the song),
Avant Hard,Add N to (X),
Avenged Sevenfold,City of Evil,
Aveo,Bridge to the Northern Lights,
Aveo,Battery,
Averi,At Wits End,
Averi,Direction of Motion,
"Avett Brothers, The",Emotionalism,
Avian Sunrise,A Noisy World,
AVM,A Matter of Time,
Avoid One Thing,Avoid One Thing,
Awesome 3,Don't Go!,
Awesome Color,Awesome Color,
Axé Bahia,Maomeno,
Aya Larkin,Waking Dream ,
AZ,Doe or Die,
Azua Snail,Deep Motit,
Azure Ray,As Above So Below,
Azure Ray,Hold On Love,
