Artist,Album,Location
"Lovely Feathers, The",Hind Hind Legs,
"Lovely Lads, The",Lucky Jim,
"lovelybadthings, the",New Ghost,
Lovenotes,Lithium,
"Lovetones, The",Meditations,
LOW,Things We Lost in the Fire,
LOW,Transmission EP,
LOW,Long Division,
LOW,Shame/Swingin',
Low,The Great Destroyer,
Low,Drums and Guns,
Low,Trust,
Low,secret name,
Low,Double Negative,
Low ,C'mon,
Low ,Christmas,
"Low Anthem, the",Smart Flesh,
Low Beam,Charge of the Light Brigade,
low flying owls,elixir vitae,
"Low Frequency in Stereo, The",The Last Temptaion of...,
Low Interval Limit,Autonomy (EP),
Low Interval Limit,Autonomy EP,
"Low Life, The",Thixothropic,
low low low la la la love love love,Ends of June,
Low Lustre,EP,
Low Pop Suicide,the death of excellence,
Low Pop Suicide,The Disengagement EP,
Low vs. Diamond,Life After Love,
Low vs. Diamond,Low vs. Diamond,
Lower Class Brats,Rather Be Hated Than Ignored,
Lower Levels,do you/house party,
Lowlite,The Long Haul,
Loxsly,Tomorrow's Fossils,
Loyko,Gypsy TImes for Nunja,
LRD,Darkdancer,
LTJ Bukem,Rarities ,
LTJ Buken,Producer 01,
Lu Buken,Journey Inwards,
Luaka Bop,Bloque Nena,
Luaka Bop,We come in Peace,
Luaka Bop,Los De Abajo Pepepez,
Luaka Bop,Zero Accidents on the Job,
Lubos Malina,Piece of Cake,
Luc Houtkamp,Luc Houtkamp in Chicago,
Lucero,"Rebels, Rogues, & Sworn Brothers",
Lucero,Tennessee,
Lucero,That Much Further West,
Lucero,Nobody's Darlings,
Lucianao,Great Controversy,
Lucid Grey,Eucatastrophe,
Lucid Nation,The Stillness of Over,
trash,Cousins,
Lucie Therrien,Noel...C'est l'amour,
Lucinda Williams,Sweet Old World,
Lucinda Williams,Get Right With God,
Lucinda Williams,Little Honey,
Lucinda Williams,Real Love,
Lucky Boys Confusion,Commitment,
Lucky Boys Confusion,The Fred Astaire EP,
Lucky Boys Confusion,Throwing The Game,
Lucky Stiffs,Gold in Peace Iron in War,
Lucy and Waynes,Smokin Flames,
Lucy Bland,Brown Sky Rewrites,
Lucy Bland,Down To Sea Level,
Lucy Kaplansky,Every Single Day,
Lucy Kaplansky,Over the Hills,
Lucy Kaplansky,Ten Year Night,
Lucy Kaplansky,Flesh and Bone,
Lucy Kaplansky,The Tide,
Lucy Kaplansky,Reunion,
Lucy Loves Schroeder,Dragon Lady ,
Lucy Loves Schrroeder,Lucy is a Band,
Lucy Wainwright Roche ,Lucy,
Lughead,Hold My Life,
Lui Collins,Leaving Fort Knox,
Luis A. Segura,SLNTFLM,
Luis Enrique,Sera,
Luis Enrique,Alma Rosa,
Luis Miguel,"Amor, Amor, Amor",
Luis Miguel,Vivo,
Luis Miguel,Como Duele,
Luis Miguel,Amarte es un Placer,
Luis Miguel,Te Necesito,
Luis Miguel ,El Viajero,
Luis Miguel ,Amarte es un placer,
Luisa,Velero,
Luka Bloom,I Need Love,
Luke,Where Them Ho's At,
Luke Metzler,Portrait of the Young Man As An Artist,
Luke Neely,Lucky Motors,
Luke Slater,Freek Funk,
Luke Slater,Alright on Top,
Luke Slater,I Can Complete You,
Luke The Band,Entertain Us,
Luke The Band,Entertain Us,
Luke Vibert,Big Soup,
"Luke Vibert, BJ Cole",Stop the Panic,
"Luke Vibert, YosepH",WarpCD112,station
Lukestar,Lake Toba,
Lukie D.and Determine,"Oh What Joy U Bring, U Cannot Be Trusted",
lulabox,i believe,
Lulabox,Full Bleed,
Lulabox,Lulabox,
Lullaby Baxter,Trio,
Lullaby For The Working Class,I Never Even Asked For Light,
Lullaby For The Working Class,Blanket Warm,
Luluabox,prayer for rain,
Luluc,Passerby,
Luluc,Sculptor,
Lumatic,Swimming to the Hook,
Lume,EP 2,
Lume,Burn it to the ground,
Luminous,Concentrate,
Lumpy Pumpkins,Ten Albums in One Year,
Luna,3 Stories,
Luna,Bewitched,
Luna,Rendezvous,
Luna,Romantica,
Luna,Pup Tent ,
Luna,Live ,
Luna,Close Cover Before Striking,
Luna,The Days Of Our Nights,
Luna Blanca,El Dorado,
Luna Chicks,fluke,
Luna Halo,Luna Halo,
Lunachicks,Luxury Problem,
Lundy Lewis,I Ain't Through Yet,
Lung Leg,Maid to Minx,
Lungfish,Artificial Horizon,
Lungfish,The Unanimous Hour,
Lungs of A Giant,Headfirst Handshakes,
Lunic,Future Sex Drama,
Lunic,Lovethief,
Lupe Fiasco,Kick Push,
Lupe Fiasco,The Cool,
Lupine Howl,The Carnivorous Lunar Activities of Lupine Howl,
Lupine Howl,125,
Lupine Howl,The Bar at the End of the World,
Lura,Di korpu ku alma,
"Lures, The",When I was Broken,
Luscious Jackson,Deep Shag,
Luscious Jackson,Fever In Fever Out,
Luscious Jackson,Citysong,
Luscious Jackson,Naked Eye,
Luscious Jackson,Under Your Skin/ Naked Eye,
Luscious Jackson,Electric Honey,
Luscious Jackson,4 tracks from Electric Honey,
Luscious Jackson,Here,
LUSH,Ladykillers,
Lush,Superblast,
Lush,Lovelife,
Lush,Single Girl,
Lush,Last Night,
Lush,Lovelife,
Lush ,Hypocrite,
"Lustmord, Metal Beast",Lustmord vs. Metal Beast,
Lustre King,Shoot the Messenger,
Lutan Fyah,Africa,
Luthea Salom,sunbeam,
Luther Allison,Live In Chicago,
Luther Allison,Soul Fixin' Man,
Luther Allison,Serious,
Luther Vandross,The Best Things in Life Are Free,
"Luxury, the",Bones & Beaten Heart,
"Luxury, the",This Is Why We Can't Have Nice Things,
Luxx,Luxx,
Lydia,Illuminate,
Lykke Li,Youth Novels,
Lykke Li,Wounded Rhymes,
Lyle Lovett,Step Inside This House,
Lyle Lovett,Dr. T & The Women,
Lyle Lovett,Live in Texas,
Lyle Lovett and His Large Band,It's Not Big It's Large,
Lyle Mays,Improvisations for Expanded Piano,
Lyn Saga,Venice,
Lynch Mob,Smoke This,
"Lyndsay Diaries, The",The Tops of Trees Are On Fire,
Lynn Street,selections from the upcoming album,
Lyon,Hold Me Close,
Lyon King,Organized Opinions,
Lyres,Some Lyres,
Lyres,Lyres Sampler,
Lyrics Born,Everywhere At Once,
Lyrics Born,Same !@#$ Different Day,
Lyrics Born,Same !@#$ Different Day,
Ladytron,Velocifero,
