Artist,Album
"Presidents of the United States United States of America, The",Pure Frosting
"Presidents of the United States United States of America, The",II
"Presidents of the United States United States of America, The",These are Good Times People
"Press, the",Noxious Saucy Beast
Pressure Drop,Elusive 
Preston Cochran,Stumble into Tomorrow 
Preston School of Industry,Monsoon
Preston School of Industry,All this Sounds Gas 
Presuntos Implicados,esperaré
Pretenders,The Isle of View
Pretenders,Night in my Veins
"Pretenders, The ",I'm not in Love 
"Pretenders, The ",Viva el Amor 
"Pretenders, The ",Loose Screw 
Pretendo,Pretendo II
Pretty & Nice,Get Young
Pretty & Twisted,Pretty & Twisted
Pretty & Twisted,!Ride! 
Pretty Flowers,Pretty Flowers
Pretty Girls Make Graves,Elan Vital
Pretty Girls Make Graves,Good Health
Pretty Girls Make Graves ,The New Romance 
Prevent Falls,A Newer More Shattered You
"Priddle, The",concern
Pride Tiger,The Lucky Ones
Priestess,Hello Master
Primal Fear,Primal Fear
Primal Scream,Evil Heart
Primal Scream,Higher than the Sun
Primal Scream,Riot City
Primal Scream,Burning Wheel
Primal Scream,Vanishing Point 
Primal Scream,Rocks
Primal Scream,give out but don't give up
Primal Static,Rising In The Bud
Prime,Underneath the Surface
Prime Flo,From The Ground Up Chopped & Slowed Up
Prime Flo,Blacktop Hurtaz
Prime Minister Pete Nice and Daddy Rich,dust to dust
Prime Suspects,Liquidation of the Ghetto
Primer 55,Loose
Primitive Radio Gods,Rocket
"Primitives, the",Lovely
"Primitives, the",Pure
"Primitives, The",All the Way Down
"Primitives, The",Lovely
Primus,Brown Album
Primus,Promo De Fromage: Animals Should Not Try To Act Like People
Primus,Antipop
Primus,Tales From The Punchbowl
Primus,Where'S Skeeter Contest Radio Spot
Primus,My Name Is Mud
Primus,Pork Soda
Primus,Frizzle Fry
Prince Fatty,Survival of the Fattest
Prince Paul,Prince Amoung Theives
Prince Rahiem,Rock Wit' It
Prince Rama,Shadow Temple 
Princess,Destroy Earth As Soon As Possible
Princess Superstar,Princess Superstar Is
Priscilla Ahn,A Good Day
Priscilla Ahn,When You Grow Up
Priscilla Ederle,Last Will & Testament
Priscilla Renea,Jukebox
"Prissteens, The","Scandal, Controversy, & Romance"
"Prissteens, The ",The Prissteens
Pro-Pain,Pound For Pound
Pro-Pain,Contents Under Pressure
Pro-Pain,State of Mind
Probe!,User Friendly
Probe!,User Friendly
"Proclaimers, The ",I'm On My Way
"Proclaimers, The ",Preserve 
"Proclaimers, The ",Hit the HIghway 
Prodigals,Momentum
"Prodigals, the",Dreaming in Hell's Kitchen
Prodigy,Smack my Bitch Up
Prodigy,Maverick
Prodigy,Baby's Got A Temper
Prodigy,"""Firestarter""/""Their Law"""
Prodigy,The Fat of the Land
"Prodigy, The","Always Outnumbered, Never Outgunned"
"Producers, The ",Positive Influence 
Professional Murder Music,Professional Murder Music
"Professor ""Louie"" & the Crowmatix",Jam
"Professor ""Louie"" & The Crowmatix",Over The Edge
Professor & Maryann,Runaway Favorite
Professor & Maryann,Ten Tubas
Professor Louie & The Crowmatix ,Over the Edge 
Professor Trance and the Energisers,Shaman's Breath
Progmatic,My Clone
Program 2,Una
Progress Band,Shadow in the Shape of
Project 86,Stein's Theme / Me Against Me / PS
Project 86,Drawing Black Lines
Project Pollen,Project Pollen
Project Ultra,Algorithm
Projector,Another Studio Compilation
Projekt,Gothic
Prolapse,The Italian Flag
Prolapse ,Ghosts of Dead Aeroplanes
"Prom, The",Under the Same Stars 
"Promise Ring, The ",Very Emergency 
"Promise Ring, The ",Wood/Water 
"Promise Ring, The ",Boy + Girls 
"Promise Ring,The",Nothing Feels Good
Promised Land,Promised Land
Promize,Stained
Prong,Prove You Wrong
Prong,For Dear Life
Prong,Whose Fist Is This Anyway?
Prong,Scorpio Rising
Prong,Rude Awakening
Prong,"Snap Your Fingers, Snap Your Neck"
Prong,Unconditional 
Prong,Cleansing
Prong ,Whose First is This Anyways 
Prong ,Rude Awakening
Propaganda,1234
Propagandhi,Potemkin City Limits
Propagandhi,"Today's Empires, Tomorrow's Ashes"
Propellerheads,Decks and Drums and Rock and Roll
Propellerheads,Propelerheads
Propellerheads,History Repeating
Proper Grounds,Jezebel
Proper Grounds,Reprise
Proper Grounds,"""Various"""
Proper Grounds ,Downtown Circus Gang
Prophet Omega,The Natural World
Prosaics,Aghast Agape
Prose and Concepts,Procreations
Prosolar Mechanics,Turn On
Prospect Hill,Impact
Prosser,Prosser
Protein,Ever since I was a kid
Protein,Protein
Protein,Songs About Cowgirls
Protein,Lemonade
Protest HIll,The City Echoes Our Hearts
"Protomen, The",Going For Adds
Proverb,Proverbs
Provocative,Progressive
"Prowlers, The",Radio Hits
Prozack Turner,Not Everybody Sleeps at Night
Prozack Turner,Not everybody sleeps at night
Prozack Turner,"""Restaurant Quality Lemonade"" E.P."
Prozzak,Hot Show
Prunella Scales,Dressing Up The Idiot
PS,PS
Pseudonym,Pig Tail World
"Psychadelic Furs, The",World Outside
"Psychadelic Furs, The",B-Sides And Lost Grooves
"Psychadelic Furs, The",Don't Be A Girl
Psychedlic Furs,Midnight to Midnight
Psychedlic Furs,Until She Comes
Psychefunkapus,Skin
Psychic Ills,Dins
Psychick Warriors of Gaia,Of Biospheres and Sacred Grooves
Psycho Johnny,Vice Verses
Psycho Philly and the Automatic Posse,Episode 1
Psycho-Bitch,Beat Blaster
Psychograss,Psychograss
Psychotic Aztecs,Santa Sangre
Psychotica,Ice Planet Hell
Psychotica,Pyschotica
Psychotrance,Psychotrance
"Psyclone Rangers, The",Christie Indecision
"Psyclone Rangers, The",The Devil May Care
"Psyclone Rangers, The",Feel Nice
Psykosonik,Welcome To My Mind
Psykosonik,Silicon Jesus
Psykosonik,Psykosonik
Public Announcement,"All Work, No Play"
Public Display of Affection,The Sound of Independent Radio
Public Enemy,Give It Up
Public Enemy,He Got Game
Public Enemy,Nighttrain
Public Enemy,By the Time I Get To Arizona
Public Enemy,Hazy Shade of Criminal
Public Enemy,Give It Up (Radio Edit)
"Public Image, Ltd.",The Order of Death (The Blair Witch Remix)
Public Service Broadcasting,The War Room
Pucker,Tendencies of Forgetting
Puckett,23
Puddle of Mudd,Come Clean
Pueblo Cafe,Toda mi vida
Pueblo Cafe,Asi Me Gusta
Pueblo Cafe,Chavo del Trece
Puff Daddy,P.E. 2000
Puffy AmiYumi,Nice
Puffy AmiYumi,Spike
Puffy AmiYumi,A Japan Not For Sale Special
Puffy AmiYumi,Hi Hi Puffy AmiYumi Music From The Series
Puffy Amiyumi,Love So Pure
Pugs,Pugs Bite the Red Knee
Pulley,Esteem Driven Engine
Pulley,Together Again For The First TIme
Pulley,60 Cycle Hum
Pulley,Matters
Pulnoc ,City of Hysteria
Pulp,We Love Life
Pulp,This Is Hardcore
Pulp,Different Class
Pulsars,Pulsars
Pulsars,Submission to the Master
Pulsars,Tunnel Song
Pulse Ultra,Sampler
Punch Brothers,Punch
"Punk Monkees, The",Flip Over!
Punk-O-Rama,Punk-O-Rama
Puracane,Things You Should Leave Alone
Pure,Pureafunalia
Pure,Greed
Pure,Generation Six-Pack
Pure Sugar,Pure Sugar
Pure X,Pleasure
Puretone,Stuck In A Groove
Purple Bosco,Deeper
Purple Ivy Shadows,Under & Ok
Purple Ivy Shadows,Whitelectric
Purrr,Pussy Power
"Purrs, The",The Purrs
"Pursuit of Happiness, The",Cigarette Dangles
"Pursuit of Happiness, The",One Sided Story
"Pursuit of Happiness, The",Pressing Lips
"Push Kings, The",Far Places
"Push Kings, The",Sealed Fate
"Push Stars, The",After the Party
"Push Stars, The",Opening Time
Push To Talk,Push To Talk
Pusherman,Sold
Pusherman,Floored
Pusherman,Chase It
Pushmonkey,Professional Nympho Music
Pushmonkey,Maize
Pushmonkey,Pushmonkey
Putumayo,Party with Putumayo
Puya,Oasis
Puya,Fundamental
Puya,Live in Puerto Rico
Puya,Fundamental
Pwog,Peel Session
"Pyms, The",A Summer of Love
Pyramids,Brightest Darkest Day
