Artist,Album
Journeys By DJ: John Selway,Lightwave
Journeys by DJ: Nicolas Matar,Sun Dance
Journeys by DJ: Special Release,Coldcut
Journeys By DJ: Special Release,Norman Jay
Journeys By DJ: Tim Fielding,Ley Lines
Joy Askew,Tender City
Joy Division,Permanent
Joy Electric,TheOtherlyOpus
"Joy Formidable, The",The Big Road
"Joy Formidable, The",Wolf's Law
Joy Zipper,Joy Zipper
Joy Zipper,American Whip
Joyce Anderson,Right Where I should be
Joyce Anderson,Love and Thirst
"Joykiller, The",Static
JP Hoe,The Dear John Letters
JP Jones,Broken Open
JP Jones,Ashes
JP Jones,Angels on the Road
JP Jones,Salavtion Street
JPP,Artology
Jr Courduroy,I don't want to be around when you're gone for good
Jr. James & The Late Guitar,Second of Mine
JT Money,Hi-Lo
JT Money,Something 'Bout Pimpin'
JT Money ft. Big Gipp,JT Money
"Juan Maclean, The",Less Than Human
Juba Dance,Orange
Judas Priest,Judas Priest
Judas Priest,Demolition
Judas Priest,Jugulator
Judd Grossman,I'm Innocent
Judd Star,Luminescent 
Jude ,King of Yesterday
Jude Johnstone,Coming of Age
"Judy Bats, The",Down in the Shacks Where the Satellite Dishes Grow
Judy Collins,Forever an anthology
"Judybats, The",Pain Makes You Beautiful
"Judybats, The",Is Anything
"Judybats, The",Incredible Bittersweet
"Judybats, The",Full-Empty
Jughead's Revenge,Image is Everything
Juicehead,The Devil Made Me Do It
Juju B Solomon,Juju B Solomon
Jukebox Junkies,Choose Your Fix
Jukebox the Ghost,Let Live & Let Ghosts
Julee Cruise,The Voice Of Love
Julee Cruise,Movin' In On You
Jules Shear,The Trap Door
Jules Shear,Unplug This
Jules Shear,Healing Bones
Julia Botelo ,Brazilian Vernal Equinox
Julia Darling,Julia Darling
Julia Douglass,Fetish for the Underdog
Julia Macklin,Julia Macklin
Julian Coryell,Rock Star
Julian Joseph,Reality
Julian Lennon,Help Yourself
Julian Lennon & James Scott Cook,Lucy
"Julian Maclean, The",Tito's Way
Julian Schnabel,Every Silver Lining Has A Cloud
Julian Velard,Nitetime
Juliana Hatfield,Please Do Not Disturb
Juliana Hatfield,Bed
"Juliana Hatfield three, The",For The Birds
"Juliana Hatfield three, The",Become What You Are
"Juliana Hatfield three, The",My Sister
"Juliana Theory, The",Do You Believe Me?
"Juliana Theory, The",Live 10.13.2001
"Juliana Theory, The",Love
Julie Dalia,Sepia
Julie Doiron,I Can Wonder What You Did With Your Day
Julie Doiron,Loneliest in the Morning
Julie Doiron,Julie Doiron and the Wooden Stars
Julie Plug,Starmaker
Julie Ruin,Julie Ruin
"Julie Ruin, The",Hit Reset
"Jumbles, The",By the Light of a Blue Moon
June Madrona,Battlegrounds
June of 44,Four Great Points
"June Spirit, The",Testing Superstition
Juned,Every Night For You
Junegloom,Wonderland
Jungle Funk,Self-Titled
Junior Boys,It's All True
Junior Boys,Begone Dull Care
Junior Boys,Last Exit
Junior Boys,The Dead Horse
Junior Brown,Mixed Bag
Junior Cottonmouth,Bespoke
Junior Delcado,Fearless
Junior Delgado,Another Place in Time
Junior Kelly,Rise
Junior Reid Long Road,
Junior Rifle Club,Pony
Junior Senior,D-D-Don't Don't Stop the Beat
"Junior Varsity, The",Wide Eyed
Junior Vasquez,Come Together
Junior Vasquez,2
Junk Monkeys,Bliss
Junk Monkeys,Bliss/ Boys Don't Cry
Junk Puppets,an emotional fish
Junkhouse,Strays
Junkyard,All the Time in the World
Junkyard Empire,Rebellion Politik
Juno Reactor,Transmissions
Juno Reactor ,Pistolero
Juno Reactor ,Bible of Dreams
Jupether,It's Planetary
Jupiter One,Sunshower
Jurassic 5,Quality Control
Jurassic 5,Power in Numbers
Jurassic-5,Feedback
Jurassic-5,Quality Control
Jussy,Jussy
Just Billy,Chilly Hill Records
Just One More,Mad Caddies
Just-Ice,Gun Talk
Just-Ice,Girls N Guns
Juster Warfield,My Field Trip to Planet 9 
Justice,A Cross the Universe
Justice of the Unicorns,Angels with Uzis
Justin Bennett,Wanting More
Justin Clayton,Limb
Justin Hinds,Know Jah Better
Justin Hinds and the Dominoes,Travel With Love
Justin King,Fall/Rise
Justin Levinson,1175 Boylston
Justin Love & Loveland,Hey Daffodil!
Justin Moore,Four Letter Blues
Justin Robertson,Imprint
Justin Tranter ,Tear Me Together
Justin Tranter ,Self-Titled
Justin Tranter ,scratched
Justin Warfield ,Fisherman's Grotto/ B Boys On Acid
"Justin Warfield Supernaut, The",Everglide
Justine Electra,Soft Rock 
Jutaun,Back to Life
JZ barrell,Here's the surprise
Johnny Van Zant,Brickyard Road
