Artist,Album,Location
Trampoline,Dormer,station
Trampoline ,Steel Train,station
Trampoline ,Settling,trash
Tramps Like Us!,Wishful Thinking,station
Trance,Sylvania 3,storage
Trance Atlantic Air Waves,The Energy of Sound,
Trance Groove,Paramount,
Trance Groove,Trainspotting,
Trance Mission,Meanwhile,storage
Tranquility Bass,Let The Freak Fly,
Trans Vision Vamp,If Looks Could Kill,storage
Trans-Global Underground,Yes Boss Food Corner,storage
Trans-Siberian Orchestra,Wizards in Winter,
Trans-Siberian Orchestra,Requiem (fifth),Station
Trans-Siberian Orchestra,Beethoven's Last Night,storage
Trans-Siberian Orchestra Rock,No name,
Transcend,Product of our Greed,Station
Transcend,Room 101,
Transcendence,Nothing Is Cohesive,storage
Transcendental Anarchists,Cluster Zone,trash
Transfer Interrupted,Central Ave.,Station
Transformers ,The Album,storage
Transglobal Underground,International Times,storage
Transglobal Underground,Psychic Karaoke,
Transglobal Underground,Rejoice Rejoice,
Transister,Transister,Station
Transistor Radio,Transistor Radio,Station
Transistor Sound & Lighting Co.,Transistor Sound & Lighting Co.,Station
Transit,End of the Line,
Transit,Classic Trance,
Transit,Something Left Behind,Station
Transmission OK,"The Sky, The Stars, and The Great Beyone...",storage
Transplants,self-titled,
Transplants,Haunted Cities,Station
Transport,Quivver,
"Trash Can Sinatras, The",Obscurity Knocks,storage
"Trash Can Sinatras, The",i've seen everything,Station
"Trash Can Sinatras, The",Cake,
TrashWednesday ,TrashWednesday,Station
Traveling Sky ,Traveling Sky,Station
Travis,The Invisible Band,storage
Travis,The Boy with No Name,Station
Travis,The Man Who,Station
Travis,Good Feeling,Station
Travis,All I Want To Do Is Rock and U.K. B Sides,storage
Travis ,Singles ,storage
Travis ,12-Memories ,storage
Travis Morrison ,Travistan,
Travis Shawn Hill,Happy Birthday,Station
Tré Peace,The Definition,
Treadmill Trackstar,Only This,
Treat Her Right,Picture of the Future,storage
Treat Her Right,Junkyard,storage
Trebel,Damage,
Treble Charger,Maybe It's Me,storage
Tree,Our Day Will Come,
Tree,A Lot to Fear,
Tree,Plant a Tree or Die,
Tree,Try Harder Every Day,
Tree,Downsizing the American Dream,
Tree,Radio Bootleg for the Restless Masses,
Tree Wave,Cabana,station
Treehouse,Nobody's Monkey,Station
Treehouse,Treehouse,Station
TreePeople ,Actual Re-Enactment,Station
Trembling Blue Stars,Alive to Every Smile,Station
Trembling Blue Stars,Broken by Whispers,Station
Trenchmouth,The Light of the Sun,storage
Trend Summar & The New Row Mob,Be So Blue,storage
Trends Of Culture,Trendz...,storage
Trent Dabbs,Quite Often ,storage
Trent Summar & the New Row Mob,self-titled,
Trenton P,So ILL,
Treponem Pal,Higher,
Treponem Pal,Aggravation,
Tres Delinquentes,Delinquent Habits,
Trevor Hall,volume,
Trevor Hall, Unity,storage
Trevor Watts Jaimie Harris,Ancestry ,storage
Trevor Watts Moiré Music Drum Orchestra,A Wider Embrace,
Trevor Wilson,Plants and Bodies,storage
Trey Anastasio,Shine,
Trey Anastasio ,Trey Anastasio ,storage
Tri,Danielson,station
Tri-State,Conspiracy,
Trial By Fire,Ringing In The Dawn,trash
Triangle,Shine,storage
Triangle,Raw Feed,
Triangle,Gimmie A Break,trash
Triangle Park,From the Inside,
Trib--Boro,The Psyclones,storage
Tribalistas ,Tribalistas ,
Tribe,Red Rover,
Tribe,Supercollider,
Tribe 8,Role Models For America,storage
Tribe After Tribe,Ice Below,
Tribe After Tribe,Tribe After Tribe,Station
"Tribe Called Quest, A","Beats, Rhymes, & Life",
Tribella,Thirteen,station
Tribes/My sin,Endless Music,trash
Tricia Mitchell ,Purple Room ,Station
Tricky,Mission Accomplished,
Tricky,Blowback,
Tricky,Vulnerable,
Tricky,Evolution Revolution Love,
Tricky ,Grassroots,
Tricky ,Aftermath,
Tricky ,Pre-Millennium Tension,
Tricky Maxinquaye,Tricky Maxinquaye,
Tricky Mixed Race,Tricky Mixed Race,
Tricky the Cosmonaut,Tricky the Cosmonaut,
Tricky Woo,First Blush,storage
Trieste,Glass Eye,
Trillville,Nothing Less,
Trillville,Watch Me Do This,
Trilobite,Trilobite,Station
Trilok Gurtu,African Fantasy,
Trinity Hi-Fi,Fuego,
Trinket,Self Titled,
Triosk,The Headlight Serenade,
Trip 66,self-titled,
Trip Dis,self-titled,
Trip Shakespeare,Gone,
Trip Shakespeare,Lulu,
Trip Shakespeare,Across The Universe,Station
Trip Shakespeare,Volt,storage
Tripl3fastaction,Broadcaster,Station
Triple M,Prisoner of Passion,
Triple m,Triple m,storage
Tripmaster Monkey,Faster Than Dwight,
Tripmaster Monkey,Practice Applications,
Tripmaster Monkey,Shutters Closed ,storage
Tripmaster Monkey,Practice Changes,storage
Tripmaster Monkey,Goodbye Race,Station
Tripp 7,Volume 1,
Tripping Daisy,Bill,
Tripping Daisy,I Am a Elastic Firecracker,
Tripping Daisy,Get It On,
Tripping Daisy,Tripping Daisy,
Tripping Face,self-titled,
"Tripping Souls, The",The Tripping Souls,Station
TriRoc,Friends,storage
Tristeza,Spine & Sensory,
Tristeza,Spine & Sensory (Expanded & Remastered),
Tristeza,A Colores ,Station
Triumph 2000,Phazed & Confused,
Triumph the Insult Comic Dog,I Keed,
Trivium,The Crusade,
Trivium,Shogun,
Trivium,Ascendance,
"Trolleyvox, The",The Karaoke Meltdown,
Trona,Trona,
Trona,Red River,
"Trophy Wife, The",A Lifetime in the Middle fo the Ocean,
Trotsky Icepick ,Carpetbomb the Riff,storage
Trouble,The Misery Shows (Act II)/A Sinner's Fame/Psychotic Reaction,
Trouble, 'Scuse Me,
Trouble Man,Sippi To Tha Chi,
"Trouble With Larry, The",A Fine Freak of Nature,storage
"Trouble With Larry, The",Karaoke Bordello,storage
"Trouble with Sweeny, The",I Know You Destroy,
"Trouble with Templeton, The",Six Months in a Cast,
Troubled Hubble,Penturbia,
Troubled Son,Troubled Son,
Troublemakers,Doubts and Convictions,
Troubleshooters,Funkdoobiest,
Troupe DiCoupe,"So Young, So Desperate",storage
Trouser,Shimmybooot-15,storage
Trout Fishing in America,Merry Fishes to all,
Trout Fishing in America,Closer to the Truth,
Troy Meadows Volume Three ,Love Songs for Astronomers ,storage
TRST,TRST,Station
Tru,Tru Homes,Station
Tru & Mercedes,Bounce That Thing & Y'all Ain't,Station
Truck,Truck Yard,storage
Truck Stop Love,Truck Stop Love,
Truck Stop Love,River Mountain Love,storage
"Trucks, The",The Trucks,Station
Truly,Fast Stories... From Kid Coma,
Trunk Federation,The Curse of Miss Kitty,
Trunk Federation ,The Infamous Hamburger Transfer ,storage
Trust,Live! Paris By Night,
Trust Company,Downfall,
Trust Company ,The Lonely Position of Neutral ,storage
"Truth, The",La Rocca ,
Tryst,Kids of Big Stars,Station
Tsar,Band Girls Money,
Tsar,Tsar,
Tsar King of the School EP (B-Sides + Demos),,
Tsigoti,Read Between the Lines... Think Outside Them,Station
Tsufit,Under the Mediterranean Sky,
Tsunami Bomb,The Ultimate Escape,
Tsunami Bomb,The Definitive Act,
Tsunami Bomb,The Invasion from Within!,
Tuatara,breaking the ethers,
Tuatara,Trading with the Enemy,
Tubal Cain,Left,
Tube,Alive,
Tube Top,Three Minute Hercules,
Tuesday Conspiracy,Running from Ghosts,
Tuft,Look Look ,
Tugboat Annie,Seperation Songs,
Tugboat Annie,Superfriends,
Tulku,Journey of the Warrior,
Tullycraft,Every scene needs a center,
Tullycraft,Disenchanted Hearts Unite,
Tumor Circus,Tumor Circus,
Tung Twista,Mr. Tung Twista,
Tunnel Clones,World Wide Open ,
Tunng,Mother's Daughter and Other Songs,
Tunnlvision,Original EP,
"Tupelos, The",in the red,
Turbo Fruits,Butter,
Turbonegro,Scandinavian leather,
Turin Brakes,Other Song,
Turin Brakes,the Optimist lp,
Turmoil,The Process Of,
Turnerjoy,,
Turntablerocker,Classic,
Turpen Tine Brothers,We Don't Care About Your Good TImes,
Tuscadero,My Way Or The Highway,
Tuscadero,The Pink Album,
TV on the Radio,New Health Rock,
TV on the Radio,Nine Types Of Light,
TV on the Radio,Will Do,
TV on the Radio,Live at Amoeba Music,
TV on the Radio,Return to Cookie Mountain,
"TVTV$, The",Pepsi Generation X,
Tw,,
Tweed,Fat Days with Larger Friends,
"Twelve, The",5 Days,
Twelvetrees,Boy On a Cloud,
Twiddle,Plump,
Twilight Circus Dub Sound System,Dub Plate Selection,
Twilight Circus Sound System,Horsie,
"Twilight Hours, The",Stereo Night,
"Twilight Hours, The",Stereo Night,
"Twilight SIngers, The",A Stitch In Time,
"Twilight SIngers, The",Play Blackberry Belle,
"Twilight Singers, The",Powder Burns,
"Twilight Singers, The",Powder Burns,
"Twilight Singers, The",Twilight,
"Twilight Singers, The",,
"Twilight Singers, The",The Killer Teenage Wristband,
Twilight's Pool,Goodbye...,
Twin Tigers,Curious Faces Violet Future,
Twinemen,Twinetime,
Twisted Roots,Turn to Stone.,
Two Dollar Guitar,Burned and Buried,
Two Earth Hours,Anyas,
Two Gallants,What the Toll Tells,
Two Gallants,Two Gallants,
Two Thirty Eight,You Should Be Living,
Two Ton Boa ,Parasiticide,
Two Ton Shoe,Two Ton Shoe,
Two Turntables and a Saxophone,Two Turntables and a Saxophone,
Tom Vedvik,Slowdiver,
Two,Voyeurs,
Twisted Roots,Communication,
Two Lone Swordsmen,From the Double Gone Chapel,
Two Lone Swordsmen,Further Reminders,
Tweaker,The Attraction to All Things Uncertain,
Tweaker,Linoleum,
Two Bones & A Pick,Two Bones & A  Pick,
Twin Sister,Color Your Life,
Two Choices,My Side of the Street,
Twisted Nerve,Everything You Always Wanted To Know About Twisted Nerve But Were Too Afraid to Ast,
Two Door Cinema Club,Tourist History,
Twiddle,Natural Evolution of Consciousness,
Twiddle,Somewhere on the Mountain,
Twin Sister,In Heaven,
Twisted Nixon,In Punk We Trust,
Two Bit Thief,Another Sad Story... In the Big City,
Twiztid,Freek Show,
"Tyde, The ",Twice,
Two Tongues,Two Tongues,
Twenty Four Gone,The Spin,
"Twilight Singers, The",She Loves You,
Three 6 Mafia,Last 2 Walk,
Tyrone Davis,Temporary Lovin',
Tyrone Davis ,Freak,
Tyrone Davis,Sure Wasn't Me,
Tyrone Davis,Pleasing You,
Tyrone Davis,Kiss You,
Tyrone Shoelaces,Never Stand Still,
Ty Segall,Sleeper,
Ty Hall,Ty Hall,
Ty Segall,Manipulator,
Tyrone Cotton,Tyrone Cotton,
Tyrone Davis,Delicious,
Tyrone Davis,For The Good Times,
Tyrone Davis,Sugar Daddy,
Tyler Ramsey,A Long Dream About Swimming Across The Sea,
Ty Hall & the ez3,Dollars and Nonsense,
Type O Negative,October Rust,
Tvek,Nothing Fits,
Tyrone Davis,Call Tyrone,
Tyrone Davis,Call Tyrone,
Tyrone Davis,Ain't That Good Enough,
T.S. Soundz,Tyohoon asha,
The Tyde,Go ask your dad,
Tyrone Davis,Audiocards,
TYA,Perplexion,
Typhoon,Typhoon,
Typewriter Monkeys,Typewriter Monkeys,
TXRX,Just in the Statuc,
Twisterbait,I spy,
Twisted Sister,Hereos are Hard to Find,
T99,Children of Chaos,
Tyler Bryant & The Shakedown,Wild Child (Carved),
Tyrone Davis,Simply,
T42,Intruder,
