Artist,Album,Location
"Concretes, The",The Concretes,
"Concretes, The",An Exclusive DJ Mix,
Conditions,Full of War,
Condo,Best of Luck,
Congo Norvell,Abnormals Anonymous,
"Congos, The",Live at Maritime Hall,
Conjunto de Arpa Grande,Tierra Caliente,
"Connection, The",Details Inside,storage
"Connells, The",Still Life,
"Connells, The",Weird Food & Devastation,
"Connells, The",New Boy,
"Connells, The",Slackjawed ,
Connie Dover,If Ever I Return,
Connie Dover,Somebody,
Connie Dover,The Border of Heaven,
Connor Christian,Southern Gothic,
Conor Kenney,Scream If You Can,
Conor Oberst,Upside Down Mountain,
Conor Oberst and the Mystic Valley Band,Outer South,
Conquest,Do You Mind,
Conrad Praetzel,Between Present And Past,station
Consider the Bear,The Thoughts,
Consolidate C,Business of Punishment,
Consolidated,Tikkun Survivor Demos,
Consonant,Love and Affliction,
Constantines,Nighttime,
Constantines,Kensington Heights,
Constantines,Tournament of Hearts,
Constantines,Constatines,
"Constellations, The",Southern Gothic,
Consumed,Hit for Six,
Consumption,These Things,
Contagious Orgasm,From the Irresponsible Country Sounds,
Continuous Peasant,Intentional Grounding,
Continuous Peasant,Exile in Babyville,
Contramano,Contramano,
Contrast,Perfect Disguise,
Controller. Controller,X-Amounts,
Conveniens,AT,
Converge,You Fail Me,
Coo Coo Cal,We Got That,
Cool Devices,Follow the Money,
Cool For August ,Grand World,
coolbone,brass-hop,
Coolie Pool,To Drive,
Coolio,Fantastic Voyage,
Coolzey,The Honey,
Copeland,In Motion,
Copeland,"Eat, Sleep, Repeat",
Copeland,Beneath Medicine Tree,
Copper Box,Roots,
Copperpot,Chapter Seven,
Copperpot,Chapter Seven,
Copy,Hair Guitar,
"Copyrights, The",We Didn't Come Here to Die,
"Coral, The","Coral, The",
"Coral, The",Magic and Medicine ,
"Coral, The",Skeleton Key Er,
"Coral, The",The Invisible Invasion,
"Coral, The",Roots and Echoes,
Coralie Clement,Toystore ,
Cordalene,Blue EP,
Cordelia's Dad,What It Is,
Cords,Eat Your Heart Out,
Cords,Taurus No Bull,
Cords,Gasping,
Core,Core,storage
Corespondents,Land of the Low People,
Corey Amaral Band,Go!,
Corey Harris,Greens From the Garden,
Corey Harris,Daily Bread,
Corey Harris and Henry Butler,Vu-du Menz,
Corin Ashley,New Lion Terraces,
Corkscrew,No ordinary maybe,
Cornelius Fantasma,Fantasma,
Cornership,Wog,
Cornership,When i was born for the 7th time,
Cornership,Handcream for a generation,
Cornership,Brimful of Asia,
Cornershop,Womans gotta have it,
Cornfed ,NFFTF,
Corpus Callosum ,Machine under its own spell,
Corrin Campbell,Exhibit A,
Corrine Bailey Rae,The Sea,
Cost Of Attrition,There You Go,storage
"Cottonmouth, texas",outhouse confessional,
Couch,Figur 5,
Cougars,Nice Nice,
Cougars,Patriot,
Coulter,The end of everything,
CounterRiot,Punk Funk Fugato!,
Counting Crows,Recovering The Satellites,
Counting Crows,this desert life,
Counting Crows,Round here,
Counting Crows,Across a wire,
"Coup, The",Epitaph,
"Coup, The",Pick A Bigger Weapon,
Courtney Leigh Heins,Hot Coffee,
Courtney Love,America's Sweetheart,
Courtney Pine,The Vision's Tale,
Courtney Pine,Closer To Home,
Courtney Pine,To The Eyes Of Creation,
Courtney Pine,Modern Day Jazz Stories,
Cousin,For The Ages,
Cousteau,Cousteau,
Covenant,Euro EP,
Covington,Rewriting The Stories End,
Cowboy Curtis,Thirtyfive Summers,
Cowboy Junkies,Misguided Angel,
Cowboy Junkies,Lay it down,
Cowboy Junkies,Floorboard Blues,
Cowboy Junkies,Anniversary Song,
Cowboy Junkies,Whites Off Earth Now!!,
Cowboy Junkies,"sun comes up, it’s tuesday morning",
Cowboy Junkies,Rock & Bird,
Cowboy Junkies,"Murder, Tonight, In the Trailer Park",
Cowboy Junkies,Miles From Our Home,
Cowboy Mouth,Whatcha Gonna Do?,
Cowboy Mouth,Mercyland,
Coyote Bones,Gentleman on the Rocks,
Coyote Shivers,Coyote Shivers,
"crabs, the",sand and sea,
"Crabs, The",Live!,
"Crabs, The",Body Pets,
Cracker,Gentleman’s Blues,
Cracker,The Golden Age,
Cracker,I Hate My Generation,
Cracker,Kerosene,
Cracker,Merry Christmas Emily,
Cracker,Tucson,
Cracker,Cracker,
Cracker,Countrysides,
Cracker,Duty Free/Ain't Gonna Suck Itself,
Cracker,Forever,
Cracker,Garbage D'or,
Crackerbash,The Drummer's Mom Works Here,
Cracktorch,...Is Not A Problem,
Cracktorth,Los Conquistadors,
Cradle of Filth,Dusk and Her Embrace,
Cradle of Filth,Nymphetamine,
Craig Cassler,The Song Begins to Play,
Craig Cassler,Change,
Craig Cassler,What Could Be,
Craig Chaquico,Four Corners,
Craig David,Fill Me In,
Craig David,Born to Do it,
Craig Notes,Vol II,
Craig Warden,Lapland,
"Cramps, The",Miniskirt Blues,
"Cramps, The",Ultra Twist!,
"Cramps, The",Naked Girl Falling Down the Stairs,
"Cramps, The",Look Mom No Head!,
"Cramps, The",Flamejob,
"Cramps, The",Miniskirt Blues,
"Cranberries, The","Everybody Else Is Doing It, So Why Can't We?",
"Cranberries, The",Zombie,
"Cranberries, The",Free to Decide,
"Cranberries, The",Sunday,
"Cranberries, The",Is the Faithful Departed,
Cranes,Population Four,
Cranes,Forever,
Cranes,Loved,
Cranes,Future Songs,
Cranes,Everywhere,
Cranes,,
Crash Into June,Another Vivid Scene,
Crash Test Dummies,Puss 'N' Boots,
Crash Test Dummies,Give Yourself A Hand,
Crash Test Dummies,A Worm's Life,
"Crayon Theatrical, The","Crayon Theatrical, The",
Crazy Alice,"Hey Jimmy, Have A Great Summer",
Crazy Mary,Dreaming In Brilliant COlor,
"Creatures, The",Of The Golden Dawn,
"Creatures, The",Hybrids,
"Creatures, The",Animus Animus,
Cree Summer ,Street faërie,
Creedance Clearwater Revival,Green River,
Creeper Lagoon,Remember The Future,
Creeper Lagoon,I become small and go,
Creeper Lagoon,take back the universe and give me yesterday,
Creeper Lagoon,Watering ghost garden,
Crepuscole with the Dead Science,Crepuscole with the Dead Science,
"Cribs, The",Ignore the Ignorant,
"Cribs, The ",I'm a realist EP,
"Cribs, The ",Men's needs,
Crime in Choir,Trumpery Metier,
"Crimea, The ",Lottery Winners on Acid,
Crimpshirine,The sound of a new world being born,
Crimson sweet ,Eat the night,
"Cringe, The",Scratch the surface,
"Cripple Lilies, The",La bete,
Cris Williamson & Tret Fure,Postcards from Paradise,
Critical Bandwidth,Critical Bandwidth,
Critter's Buggin,Guest,
Crooked Fingers,Crooked Fingers,
Crooked Fingers,Red Devil Dawn,
Crooked Fingers,Forfeit/Fortune,
Crooked Fingers,Reservoir Songs EP,
Cropduster,Drunk Uncle,
Cross Canadian Ragweed,Cross Canadian Ragweed,
Crowd,Paint the Town Red,
Crowded House,Locked Out,
Crowded House,Chocolate Cake,
Crowded House,Together Alone,
Crowded House,The Very Best of Crowded House,
Crown Heights ,More Pricks Than Kicks,
Cruiserweight,Sweet Weaponry,
Crumb,Romance is a Slowdance ,
Crush Luther,Some People Have No Good to Give,
Crush Molly Sunshine,From the Milkbar,
"Crushing Low, The",Mariner,
Crutch,Under the Surface,
Crutch,Sold By Weight,
"Cry Cry Cry with Dar Williams, Lucy Kaplanksy, and Richard Shindell",Cry Cry Cry,
Cryptacize,Dig That Treasure,
Cryptacize,Mythomania,
Crystal and the Wolves,Shapinska Rock,
Crystal Castles,Crystal Castles,
Crystal Fighters,Star of Love,
CRYSTAL FIGHTERS,CAVE RAVE,
"Crystal Method, The",Tweekend ,
"Crystal Method, The",Name of the Game,
"Crystal Method, The",Legion of Boom,
Crystal Skulls,Outgoing Behavior,
Crystal Skulls,Blocked Numbers,
Crystal Stilts,In Love With Oblivion,
CSS,Donkey,
CSS,Cansei De Ser Sexy,
Cub,Come Out Come Out,
Cub,Mauler! A Collection of Oddities,
Cub Country,High Uinta High,
Cub Country,"Stay Poor, Stay Happy",
"Cuban Cowboys, The",Cuban Candles,
Cubic Feet,Superconnector,
"Cucumbers, The",Where We Sleep Tonight,
"Cucumbers, The",All Things to You,
Cuff the Duke,Way Down Here,
Cujo,Adventures in Foam,
Cult,Catalog Sampler,
"Cult, The",Born into This,
Culture Club,VH1 Storytellers / Greatest Moments,
Culture Culture,JX-3Please,
Cumpulsive Behavior,4:20,
"Cunningham, Tim",Right Turn Only,
CunninLynguists,Southernunderground,
"Cunts, The",Why Baby?,
"Cunts, The",Midnight Party,
"Cunts, The",,
Cup of Tea,Compilation ,
"Cure, The",Freakshow,
"Cure, The",The Only One,
"Cure, The",Hypnagogic States,
"Cure, The",4:13 Dream,
"Cure, The",The Cure,
"Cure, The",Greatest Hits,
"Cure, The",The End of the World,
"Curious Mystery, The",Rotting Slowly,
"Curse of Company, The",Leo Magnets Joins A Gang,
Cursive,The Storms of Early Summer,
Cursive,The Ugly Organ,
Cursive ,Domestica,
"Curtains, The",Calamity,
Curtis Bahn,r!g,
Curtis Stigers,Time Was,
Curve,Superblaster,
Curve,Cuckoo,
Curve,Come Clean,
Cusco,Ring of the Dolphin,
Cusco,Apurimac II,
Cusco,Apurimac III,
Cusco,Ring ,
Custard Walley,Call me Walt,
Custard Wally,Music For Creeps,
Custom,Custom,
Custom,Fast,
Cut Off Your Hands,You & I,
Cut/Copy,Zonoscope,
Cutlass Supreme,Cutlass Supreme,
Cuziano,Trankt Out,
"Cyanide Valentine, The",Let It Rot,
Cyclefly,Generation Sap,
Cyclefly,Cyclefly,
Cyclefly,Crave,
Cyclone 60,Instant Classic,
Cycomotogoat,Alkaline,
Cycomotogoat,Braille,
Cypress Hill,III (Temples of Boom),
Cypress Hill,Till Death do us part,
Cypress Hill,throw your self in the air,
Cypress Hill,tequila sunrise,
Cypress Hill,stoned raiders,
Cypress Hill,smoke 'em if you got 'em,
Cypress Hill,Skull and bone,
Cypress Hill,Something for the Blunted,
Cypress Hill,Four from IV,
Cypress Hill,Hand On The Glock,
Cypress Hill,Hand On The Pump,
Cypress Hill,Live At The Fillmore Radio Sampler,
Cypress Hill,The Phuncky Feel One,
Cypress hill and Roni size,child of the wild west,
Cyrus chestnut,Blessed quietness,
True Love Waits,A Question of Temperature,
Charles Afton,Lost Sunset Lounge,
,,
Christopher David,Photographs,
CRAC,The Piece Talks,
,,
Cullen Omori,The Diet,
,,
Chichi Peralta,...de vuelta al barrio,
Carolina Laó,Dime que si,trash
Clutch,A shogun names marcus,storage
