Artist,Album,Location
Dizzee Rascal,Boy In Da Corner,
Dizzee Rascal,Showtime,
DJ Cam,The Beat Assassinated,
DJ Cam,The French Connection,
DJ Cheb i Sabbah,As Far As...A DJ Mix,
DJ Cheb i Sabbah,Krishna Lila,
dj Cheb i Sabbaj\h,Shri Durga,
DJ Dan,In Stereo,
DJ Dara,Rinsimus Maximus,
DJ Harry,The String Cheese Remix Project,
DJ Hazard,Lock Up the Planet When You Leave,
DJ Honda,HII,
DJ Hurricane,Connect,
DJ Hurricane,Don't Sleep: The Mix CD,
DJ Juanito,Disco Ring,
DJ Knucklehead,Hello World,
DJ Krush,The Message at the Depth,
DJ Krush,Zen,
DJ Logic,Zen of Logic,
DJ Mystic,DJ Mystic,
DJ Mystic,DJ Mystic II,
DJ Rap,Bad Girl,
DJ Shadow,The Outsider,
DJ Shadow,You Can't Go Home Again,
DJ Shadow ,The Outsider,
DJ Shadow vs Keane,"""We Might As Well Be Strangers""",
DJ Signify,Sleep No More,
DJ Smash ,Phonography ,
DJ Smash ,Phonography 2,
DJ Spiller,Groove Jet (If This Ain't Love),
DJ Spooky That Subliminal Kid,Sumbliminal Minded,
DJ Spooky That Subliminal Kid and Dave Lombardo,Drums of Death,
DJ Tiesto,in my memory,
DJ Tiesto,Summerbreeze,
DJ Wally,The Stoned Ranger Rydes Again,
DJ? Acucrack,Sorted,
Djam Karet,Reflections From the Firepool,
Djamel Ben,Yelles,
Djavan ,Seduzir,
Djelem,Transit,
Djur Djura,Adventures in Afropea 2: Three Selections,
DL Byron,Itz,
DM STITH,Heavy Ghost,
DMT,C4,
Dntel,Dumb Luck,
Dntel,Life is Full of Possibilities,
Do Not Foresake Me Oh My Darling,The New Number 2,
Do Your Homework,The Whole World is Listening,
Doc Tahri,Einstein was a Bullfighter,
Doc Watson,At Gerdes Folk City,
Doctor Death's Volume III,Les Péchés de l'Amant,
Doctor Jazz,Universal Remedy,
Doctrin,The Deep,
Dodd Ferrelle,Lonely Parades,
Dodgy,Free Peace Sweet,
Dodos,Visiter,
"Does It Offend You, Yeah? ",Don't Say We Didn't Warn You,
"Does It Offend You, Yeah? ",You Have No Idea What You're Getting Yourself Into,
Dog Eat Dog,Play Games,
Dog Eat Dog,Warrent,
Dog Eat Dog,,
Dog Society,Emerge,
Dog Society,Test your own eyes,
Dog Society,When you're dead,
dog's eye view,Daisy,
dog's eye view,happy nowhere ,
dog's eye view,happy nowhere sampler,
Dogbowl and Kramer,Gunsmoke,
Dogon,notdunjusta,
Dogpiss,Eine Kleine Punkmusik,
Dogtowne Boys,590 Dogtowne Rd.,
Dokkemand ,hons,
Doktor Kosmos,Cocktail,
Dolls Head,Frozen Charlotte,
Dolls Head,no karma no candy,
Dolly Parton,Little Sparrow,
Dolly Parton,The Grass is Blue,
"Dollyrots, The",a little messed up,
"Dollyrots, The",Because i'm Awesome,
"Dollyrots, The",eat my heart out,
Dolomites ,a Hogshead of Whiskey,
Dolorean,Violence in the Snowy Fields,
Dolour,New Old Friends,
Dolour,Waiting for a World War ,
Dom,Family Love,
Doman,Journey,
Domestic Damage,II Far Gone,
Domestic Zipoli,Sacred Music of the Missions,
Domino ,Physical Funk ,
"Domino Club, The",The Men They Couldn't Hang,
Don Conoscenti,Paradox of Grace ,
Don Crouse,unnamed #1,
Don Crouse,unnamed #2,
Don Crouse,unnamed #3,
Don Dada,Super Cat,
Don Henry ,Wild in the Backyard,
Don Lennon ,Radical ,
Don Lennon ,Routine,
Don Lennon ,Routine ,
Don McLean,Don Mclean Sings Marty Robbins,
Don White,Live at the Somerville Theatre,
Don Yute,Row Da Boat,
Don's Teeth,A Resounding Boo for the Suits,
Donald Fagen,Tomorrow's Girls,
Donald Knaub,Retread,
Donald Ridings,From the Wild EP,
Donavon Frankenreiter,"Life, Love,& Laughter",
Donavon Frankenreiter,Pass It Around ,
Donna the Buffalo,Positive Fricton,
"Donnas, The",American Teenage Rock n' Roll Machine,
"Donnas, The",Bitchin',
"Donnas, The",College Sampler,
"Donnas, The",Gold Medal,
"Donnas, The",Spend the Night,
"Donnas, The",Turn 21,
Donora,"Boyfriends, Girlfriends",
Donora,Play Nice,
Donora,Self-Titled,
"Doors, The",An American Prayer,
"Doors, The",Stoned Immaculate,
Dope,Felons and Revolutionaries,
Dope,Slipping Away,
Dope Dish Pizza,Boom Band,
Dope Game,Baba,
Dope Smoothie,For Milking,
Dope Smoothie,Go Strike,
Dora Flood,Lost on Earth,
dora flood,walk a lightyear mile,
Dori Caymmi,Brasilian Serenata,
Dorm Sessions,Volume 4,
"Dormouse Choir, The",Tonight We Drink with Orphans,
Dorothy Moore,Misty Blue and Other Greatest Hits,
Dorothy Moore,More Moore,
Dorothy Moore,You Can't Blame Love,
Dorothy Moore,You Should Have Been Good To Me,
Dosh,Pure Trash,
Dosh,Tommy,
Dosh,Wolves and Wishes,
Dot Allison,Afterglow,
Dot Dot Dot,II,
Dotsun Moon,A Swan's Song,
Double A AKA The D.A.,Double A AKA The D.A.,
Double King,Double King,
"Double U & Glands of Eternal Secretion, The","Double U & Glands of Eternal Secretion, The",
"Double, The",A Something Network,
Doug Keith,The Lucky Ones,
Doug Martsch,Now You Know,
Doug McCurry,Romance Like It Was,
Doug McCurry and the Verticals,Doug McCurry and the Verticals,
Doug Paisley,Doug Paisley,
Doug Ratner,Surviving the City,
Doug Williams,The Urban Inspirational,
Doughboys,Crush,
Doughboys,Happy Accidents,
Doughboys,When Up Turns to Down,
Douglas,Yankee Bluegrass,
"Douglas Fir, The",When This Wears Off,
Douglas Spotted Eagle,Pray,
Dover,Follow the City Lights,
Doves,Lost Souls,
Doves,Some Cities,
Doves,The Last Broadcast,
Doves,There Goes the Fear,
Doves ,Kingdon of Rust,
Dovetail Joint,1,
Down and Above,Anodyne,
Down by Law,All Scratched Up!,
Down II,In Your Hedgerow,
Down Lo,Lead my Way,
"Downboat S, The",Three Bullets for Alice ,
Download,Effector,
Downriver Zero,32 Minutes.....,
Downtown Singapore,Don't Let Your Guard Down,
Downy Mildew,Elevator,
Dpop,Self-Titled,
Dr. Didg,Dust Devils,
Dr. Dog,Shame Shame,
Dr. Dog,Takers and Leavers EP,
Dr. Dog,We All Belong,
Dr. Dre,Friday,
Dr. Dre and DJ Quik,Put it on Me,
Dr. Frank,Show Business is My Life,
Dr. Israel,Inna City Pressure,
Dr. John,Anutha Zone,
Dr. John,Creole Moon,
Dr. John,Lockdown,
Dr. Manhattan,Self-Titled,
Dr. Michael White,New Years at the Village Vanguard,
Dr. Octagon,Blue Flowers,
Dr. Octagon,The Return of Dr. Octagon,
"Draft, The",In a Million Pieces,
"Drag is Dead, The",Songs From the Big Sleep,
Dragonette,Bodyparts,
Dragonfli Empire,Redefine,
Dragonfly,Self-Titled,
Dragonforce,Inhuman Rampage,
Dragonforce,Ultra Beatdown,
"Dragons, The",Sinsalvation,
Dragstrip Courage,Echo Rock,
Dragstrip Courage,Prayers for the Lazy,
Drake Kennedy,Hope,
Drakon Myth,Desire of the Heart,
Drama,Not Today,
Dramarama,Vinyl,
Drazy Hoops,Bring on the Hate,
Drazy Hoops,Bring on the Hate,
Drazy Hoops,Hey Sunshine,
Drazy Hoops,Into the Red,
Drazy Hoops,That Which Doesn't Kill You,
"Dre Allen Project, The",Self-Titled,
Dread Flimstone and the Modern Tone Age Family,From the Ghetto,
Dread Flimstone and the Modern Tone Age Family,From the Ghetto,
Dream City Film Club,In the Cold Light of Morning,
"Dream Logic, The",My Black Arts,
"Dream Logic, The",Self-Titled,
"Dream of Reality, A",Nothing Personal,
Dream Squad,I Get Money,
Dream Squad,I Get Money,
Dream Theater,As I Am,
Dream Theater,Black Clouds and Silver Linings,
Dream Theater,Forsaken Radio Sampler,
Dream Theater,Train of Thought,
Dream Theater,Wither,
Dream/Clone,Transymphonic,
Dreamboat,Self-Titled,
Dreamies,Program Twelve,
Dreamland,Terilljeromecook,
Dreams,No One Defeats Us,
"Dreamscapes Project, The",Pity in a Heartbeat,
Dred Scott,Check the Vibe,
Dred Scott,It Ain't Tuff Till It's Broke,
Dred Scott,Nutin Ta Lose,
Dreddy Kruger,Think Differently: Wu Tang Meets the Indie Culture,
Dredg,Catch Without Arms,
Dredg,El Cielo,
Dredg,Leitmotif,
Dredg,Live at the Fillmore,
Dressy Bessy,Going for Ads,
Dressy Bessy,Holler and Stomp,
Dressy Bessy,Little Music,
Dressy Bessy,Pink Hearts Yellow Moons,
Dressy Bessy,Sound Round,
Drew Blackard,Just a Day in Your Life,
Drew Danburry ,"This Could Mean Trouble, You Don’t Speak For the Club",
"Drexlers, The",Social Honey,
DRI,Full Speed Ahead,
Dri,Smoke Rings,
Drill for absentee,Circle Music,
Drill Team,In Bloom,
Drive Like Maria,Elmwood,
Drive-By Truckers,A Blessing and a Curse,
Drive-By Truckers,Alabama Ass Whuppn,
Drive-By Truckers,Decoration Day,
Drive-By Truckers,Southern Rock Opera,
Drive-By Truckers,The Dirty South,
Driver X,Super 12,
"Drop, The",Iceland,
"Drop, The",The New Horror Guidelines,
Dropkick Murphys,Blackout,
Dropkick Murphys,Curse of a Fallen Soul,
Dropkick Murphys,Do or Die,
Dropkick Murphys,Live on St. Patrick's Day,
Dropkick Murphys,"Sing Loud, Sing Proud",
Dropkick Murphys,The Singles Collection: Volume 2,
Dropkick Murphys,The Warrior Code,
Dropping Daylight,Take a Photograph,
Dropsonic,Belle,
Drowner,Self-Titled,
Drowner ,Twin Berlin,
"Drowners, The",Is There Something on Your Mind,
Drue Ralph,Love Parade: Berlin,
Drug Test,Invisible,
"Druggles,The",Spacegod Pills,
"Drugs, The",Self-Titled,
Drugstore,White Magic for Lovers,
Druha Trava,Czechmate,
"Drums, The",Summertime,
Drunk Stuntmen,More Bad News,
Dry River Yacht Club,Family Portraits Calm Mutiny,
Dry Water,Self-Titled,
DTP,100 Proof to the Zoom,
Dub FX,Radio Sampler,
Dub FX,Radio Sampler,
Dub Pistols,Six Million Ways to Live,
Dub Pistols,Six Million Ways to Live,
Dub Syndicate,Live at the Maritime Hall,
Dub Syndicate,Live at the Maritime Hall,
Dub Trio,New Heavy,
Dub Trio,New Heavy,
Dublab Presents,Freeways,
Dublab Presents,Freeways,
"Dubnicks, The",How to Be Cool,
"Dubnicks, The",How to Be Cool,
"Dubnicks, The",Rejection Builds Character,
"Dubnicks, The",Rejection Builds Character,
"Duchess and the Duke, The","She's the Duchess, He's the Duke",
Duck and Cover,Evolution,
Duck and Cover,Evolution,
Ducktails,The Flower Lane,
Ducktails,The Flower Lane,
"Ducky Boy, The",Darkdays,
"Ducky Boy, The",Darkdays,
Ducky Boys,Live: From the Banks of the River Charles,
Dudley Corporation ,In Love With the Dudley Corporation,
Dudley Perkins,A Lil' Light,
Dudley Perkins,A Lil' Light,
Duffy,Rockferry,
"Duhks, The",Fast Paced World,
"Duhks, The",Fast Paced World,
Duke Henderson,Get Your Kicks,
Duke McVinnie,Bugs,
Duke Nuken,Music to Score By,
Duke Nuken,Music to Score By,
"Duke Robillard Band, The",Duke's Blues,
"Duke Robillard Band, The",Duke's Blues,
"Duke Spirit, The",Cuts across the land,
Dulcinea Renee,Good Things,
Dum Dum Girls,End of Daze,
Dum Dum Girls,I Will Be,
Dum Dum Girls,Only in Dreams,
Dum Dum Girls,Too True,
Dum Dums,It Goes Without Saying,
Dumpster Jiuce,That Not So Fresh Feeling,
Duncan Sheik,At the Reservoir,
Duncan Sheik,Daylight,
Duncan Sheik,Humming,
Duncan Sheik,Self-Titled,
Duncan Sheik,She Runs Away,
Duncan Sheik,Wishful Thinking,
Dungen,Tio Bitar,
Dungen ,4,
Dungeon Family,Even in Darkness,
Dungeon Family,Trans DF Express,
Duologue,A-B,
Duraluxe,Dolorosa,
Duran Duran,Astronaut,
Duran Duran,Do They Really Know What's Wrong,
Dusky Silo,The Floods of Summer,
Dust Galaxy,Dust Galaxy,
Duster,Stratosphere,
Dustin Kenstrue,Please Come Home,
Dusty Trails,Dusty Trails,
Dutch,Dance 99,
Dutch,Pop Rock 2000,
Dutch,Rock 99,
Dutch,Rock Music,
Dutch,World 2002,
Dutervil,The Pigeom Who Through Perseverance...,
DVAS,Society,
Dvas,Society,
"Dwarves, The",The Dwarves Come Clean,
Dweezil Zappa,Automatic,
"Dwellers, The",Rocket Ride,
"Dwellers, The",Whatever Makes You Happy,
Dwight Yoakam,Dwight Yoakam Acoustic,
Dwight Yoakam,Takes A Lot To Rock You,
Dwight Yoakam,Tomorrow's Sounds Today,
Dwindle,Days Away,
Dyer Maker,Eek-a-mouse,
Dylan Ewen,Fort Worthless,
Dylan Hicks,Alive with Pleasure,
Dylan Hicks,Poughkeepsie ,
Dylan Taylor,Dylan Taylor,
"Dylans, The","Dylans, The",
"Dylans, The","Dylans, The",
"Dylans, The",Mary Quaint in Blue,
"Dylans, The",Planet Love,
"Dylans, The",Spirit Finger,
Dyme and Malick ,Alistate,
Dynamite Bouquet,Guy Grogan,
Dynamite Boy,Finders Keepers,
Dynamite Club,Fusion Era,
Dynamite Club,It’s Deeper Than Most People Actually Think,
Dynamite Hack,Super Fast,
Dynamite Machine,Silence,
Dynamo Hum,Long Short Story,
Dynamo Plaza,Dynamo Plaza,
Dysrythmia,pretest ,
Dzihan & Kamien,Freaks and Icons,
Dzihan & Kamien,Gran Riserva,
Dzihan & Kamien,Refreaked,
Station,Horehound,
The Drums,Portamento,
David Sylvian,Dead Bees on a Cake,
David Sylvian & Robert Fripp,The First Day,
David Sylvian ,Everything and Nothing,
David Torn,Prezens,
"Dead Weather, The",Horehound,
Dead Moon,Echoes of the Past,
"Dead Milkmen, The",Soul Rotation,
"Dead Milkmen, The",Death Rides a Pale Cow (The Ultimate Collection),
"Dead Milkmen, The",Stoney's Extra Stout (Pig),
Dead on Arrival,Alive & Kickin',
Dead or Alive,Evolution: The Hits,
Dead Orchestra,Sounds like Time Tastes,
Dead Prez,RBG,
Dead Town Revival,Hasta la Muerte,
"Dead Science, The",Frost Giant,
Dead to Me,Cuban Ballerina,
Dead to Me,Little Brother,
"Dead Weather, The",Sea of Cowards,
David Singer,The Cost of Living,
David Sanborn,Bang Bang,
David Sanborn,Hearsay,
David Sanborn,Songs from the Night Before,
David Sanborn,Snakes,
David Sanborn,Upfront,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
David Sanborn,Rikke,
David Rosenfeld,Son of Ojito,
David Rovics,Meanwhile in Afghanistan,
David Rose,Musica 1.0,
David Raitt and Jimmy Thackery,That's It!,
"Dead 60s, The",Epic,
Dead Zone Boys,Jookabox,
,,
,,
,,
,,
,,
,,
,,
,,
"Deathset, The",Worldwide,
Debbie Davies,Picture This,
"Deathray Davies, The",The Day of the Ray,
